"date","geography","geography code","Year Last Worked: All categories: Year last worked; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 16 to 24; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 25 to 34; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 35 to 49; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 50 to 64; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 65 and over; measures: Value","Year Last Worked: In employment; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: In employment; Age: Age 16 to 24; measures: Value","Year Last Worked: In employment; Age: Age 25 to 34; measures: Value","Year Last Worked: In employment; Age: Age 35 to 49; measures: Value","Year Last Worked: In employment; Age: Age 50 to 64; measures: Value","Year Last Worked: In employment; Age: Age 65 and over; measures: Value","Year Last Worked: Not in employment: Total; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 16 to 24; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 25 to 34; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 35 to 49; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 50 to 64; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2011; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2010; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2009; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2008; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2007; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2006; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked before 2001; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 65 and over; measures: Value","Year Last Worked: Never worked; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Never worked; Age: Age 16 to 24; measures: Value","Year Last Worked: Never worked; Age: Age 25 to 34; measures: Value","Year Last Worked: Never worked; Age: Age 35 to 49; measures: Value","Year Last Worked: Never worked; Age: Age 50 to 64; measures: Value","Year Last Worked: Never worked; Age: Age 65 and over; measures: Value"
"2011","North Lincolnshire","E06000013",136105,17545,19083,35415,34023,30039,78459,9613,14949,29349,22068,2480,57646,7932,4134,6066,11955,27559,1296,350,242,312,297,95,5044,1143,838,889,1537,637,3702,451,491,638,1336,786,2747,247,384,419,1011,686,2078,111,264,304,790,609,1909,84,211,267,677,670,7848,104,652,976,2164,3952,22944,33,235,1373,3425,17878,10078,5409,817,888,718,2246
"2011","York","E06000014",166275,31804,26711,39963,34382,33415,99183,15393,22328,34589,23936,2937,67092,16411,4383,5374,10446,30478,2405,1302,350,287,335,131,9970,5404,1238,997,1517,814,4560,1299,574,602,1248,837,3187,707,378,407,984,711,2219,229,232,322,861,575,1923,86,186,213,706,732,7806,114,474,863,1861,4494,24765,24,168,1079,2530,20964,10257,7246,783,604,404,1220
"2011","North Yorkshire","E10000023",494671,60047,58558,125600,127267,123199,301793,38740,49692,109312,89125,14924,192878,21307,8866,16288,38142,108275,4280,1269,602,803,1123,483,17758,4093,2169,3006,5536,2954,11455,1228,1248,1698,4377,2904,8938,629,878,1157,3503,2771,7036,307,536,888,2840,2465,6793,180,427,805,2500,2881,28138,236,1269,2933,6919,16781,84824,78,473,3465,10019,70789,23656,13287,1264,1533,1325,6247
"2011","Barnsley","E08000016",188335,24934,27239,50775,45377,40010,104015,13341,20930,40499,26749,2496,84320,11593,6309,10276,18628,37514,1522,490,275,369,295,93,6427,1694,1149,1301,1695,588,4689,694,711,857,1687,740,3749,383,529,673,1434,730,2807,213,377,480,1019,718,2646,156,368,405,935,782,10572,231,1013,1589,3102,4637,37575,47,472,2845,7485,26726,14333,7685,1415,1757,976,2500
"2011","Doncaster","E08000017",244909,34560,38064,63005,58139,51141,134460,17884,27795,49558,35659,3564,110449,16676,10269,13447,22480,47577,2653,895,552,557,467,182,9980,2658,1868,1880,2578,996,6524,941,1163,1265,2171,984,5180,626,866,842,1813,1033,3589,340,563,579,1254,853,3629,257,521,537,1260,1054,12856,302,1641,1929,3460,5524,45190,61,699,3218,7983,33229,20848,10596,2396,2640,1494,3722
"2011","Rotherham","E08000018",208018,28229,29755,54931,50261,44842,115323,14830,22342,44116,30976,3059,92695,13399,7413,10815,19285,41783,1886,634,343,405,402,102,7432,1812,1246,1465,2110,799,5666,749,792,998,2092,1035,4176,427,611,672,1526,940,3020,218,348,463,1158,833,2859,139,329,454,1028,909,11705,230,1137,1553,3113,5672,38076,38,476,2507,6465,28590,17875,9152,2131,2298,1391,2903
"2011","Sheffield","E08000019",452014,92266,74741,110828,88481,85698,245255,37543,55890,87831,57539,6452,206759,54723,18851,22997,30942,79246,7384,4457,1029,825,759,314,27594,15549,3676,3006,3664,1699,13325,3875,1978,2047,3401,2024,9258,1976,1339,1453,2601,1889,6377,799,843,1116,1961,1658,5734,398,665,911,1755,2005,21537,468,2237,3080,4509,11243,68631,128,875,4715,9531,53382,46919,27073,6209,5844,2761,5032
"2011","Bradford","E08000032",400121,63633,75631,105624,85841,69392,219947,28414,52620,80029,53307,5577,180174,35219,23011,25595,32534,63815,3906,1298,871,839,669,229,15594,4460,3381,3046,3393,1314,10180,1608,2066,1872,3170,1464,7559,990,1374,1324,2462,1409,5651,504,936,988,1942,1281,5097,290,796,866,1648,1497,20262,449,2867,2990,4822,9134,56074,117,1291,4628,8548,41490,55851,25503,9429,9042,5880,5997
"2011","Calderdale","E08000033",163645,21320,24464,45449,39940,32472,97063,11358,18945,37794,26114,2852,66582,9962,5519,7655,13826,29620,1549,408,293,358,364,126,6321,1563,1032,1181,1829,716,4317,535,664,749,1572,797,3266,320,429,506,1255,756,2480,191,290,347,966,686,2351,91,221,321,872,846,9332,131,779,1145,2348,4929,24860,35,356,1614,3610,19245,12106,6688,1455,1434,1010,1519
"2011","Kirklees","E08000034",336309,50759,54429,90199,76772,64150,193183,25036,40805,72835,49216,5291,143126,25723,13624,17364,27556,58859,3454,1237,668,688,622,239,13726,4283,2340,2241,3417,1445,8803,1466,1347,1539,2994,1457,6530,809,994,1012,2291,1424,5004,408,606,767,1872,1351,4565,212,524,605,1609,1615,18163,346,1820,2410,4292,9295,49893,72,752,3509,7351,38209,32988,16890,4573,4593,3108,3824
"2011","Leeds","E08000035",613992,115808,113316,152748,122522,109598,356677,54098,89667,124071,80012,8829,257315,61710,23649,28677,42510,100769,8743,4681,1300,1177,1152,433,34767,17948,5040,4182,5323,2274,17123,4346,2616,2810,4788,2563,12187,2300,1787,1942,3725,2433,8706,976,1184,1428,2904,2214,7672,464,945,1168,2450,2645,29984,610,2851,4273,6971,15279,85659,146,1130,5617,12070,66696,52474,30239,6796,6080,3127,6232
"2011","Wakefield","E08000036",265797,35507,39370,71871,63907,55142,152354,19722,30836,58686,39513,3597,113443,15785,8534,13185,24394,51545,2555,818,458,534,567,178,9484,2416,1685,1802,2517,1064,6435,856,1008,1186,2317,1068,5131,523,711,807,1969,1121,3977,259,488,631,1594,1005,3708,156,409,540,1402,1201,14481,248,1367,2098,4025,6743,48856,46,564,3381,8660,36205,18816,10463,1844,2206,1343,2960
"2011","Derby","E06000015",198076,33704,34774,52355,39574,37669,112844,16634,26487,41487,25488,2748,85232,17070,8287,10868,14086,34921,2364,1074,423,443,287,137,8797,3450,1657,1431,1538,721,5250,1170,864,932,1450,834,4135,702,629,751,1212,841,2813,314,439,512,915,633,2469,188,360,401,705,815,9813,223,1070,1601,2328,4591,30961,62,488,2357,4308,23746,18630,9887,2357,2440,1343,2603
"2011","Leicester","E06000016",260560,55856,54843,63135,49510,37216,137987,21336,38704,45572,29655,2720,122573,34520,16139,17563,19855,34496,3998,2073,860,568,395,102,15054,7248,3000,2170,1921,715,7294,2167,1478,1286,1594,769,5442,1188,1068,1037,1331,818,3804,534,734,759,1067,710,3107,275,585,610,844,793,12315,341,1940,2413,3101,4520,31006,72,760,3573,6070,20531,40553,20622,5714,5147,3532,5538
"2011","Nottingham","E06000018",250104,66497,48665,57588,41802,35552,123743,21449,33494,41616,24595,2589,126361,45048,15171,15972,17207,32963,5527,3439,849,696,425,118,21562,13785,3078,2186,1844,669,8336,3383,1588,1216,1431,718,5633,1652,1043,1019,1227,692,3558,721,691,590,875,681,2909,314,517,588,759,731,11172,393,1729,2060,2711,4279,32720,77,890,3597,5829,22327,34944,21284,4786,4020,2106,2748
"2011","Rutland","E06000017",30683,4005,3762,7473,7594,7849,18195,2052,3057,6519,5497,1070,12488,1953,705,954,2097,6779,254,83,32,45,58,36,1093,295,147,145,323,183,743,65,114,102,241,221,581,26,70,75,219,191,446,22,40,69,148,167,420,6,37,59,132,186,1770,11,104,186,425,1044,5172,4,39,166,506,4457,2009,1441,122,107,45,294
"2011","Derbyshire","E10000007",632900,78288,82243,171305,158173,142891,373959,45398,67340,144057,104507,12657,258941,32890,14903,27248,53666,130234,5784,1664,921,1246,1405,548,21535,4968,2909,4062,6466,3130,15449,1789,1877,2517,5836,3430,12324,1005,1312,1915,4861,3231,9679,537,936,1369,3771,3066,9172,326,876,1293,3245,3432,36328,437,2501,4695,9214,19481,112024,122,1062,6947,16738,87155,36646,22042,2509,3204,2130,6761
"2011","Leicestershire","E10000018",533108,76143,70190,142311,129027,115437,326438,39133,58828,124381,92419,11677,206670,37010,11362,17930,36608,103760,5801,2522,712,949,1127,491,22331,8874,2594,2955,5174,2734,13080,2015,1428,1895,4665,3077,10383,1084,1067,1380,3838,3014,7693,479,680,1012,2778,2744,7105,247,556,914,2341,3047,28696,311,1645,3126,6266,17348,80254,81,569,3807,9004,66793,31327,21397,2111,1892,1415,4512
"2011","Lincolnshire","E10000019",591775,76509,75757,145110,146548,147851,336468,43255,61641,121063,96187,14322,255307,33254,14116,24047,50361,133529,5818,2021,820,1140,1250,587,23536,7021,3039,3720,6286,3470,15150,2018,1761,2346,5385,3640,12008,1172,1365,1676,4378,3417,9441,540,886,1256,3513,3246,9123,296,707,1192,3144,3784,37945,399,2330,4199,9220,21797,107089,113,890,5533,14905,85648,35197,19674,2318,2985,2280,7940
"2011","Northamptonshire","E10000021",554081,73559,87650,156194,130642,106036,351099,42913,71901,132587,92092,11606,202982,30646,15749,23607,38550,94430,6146,2056,1146,1299,1153,492,21506,5752,3484,3849,5485,2936,14105,1685,1946,2485,4799,3190,11082,965,1430,1805,3887,2995,8335,493,1006,1271,2935,2630,7734,281,772,1191,2477,3013,30123,391,2354,4151,6703,16524,72888,87,841,4681,9353,57926,31063,18936,2770,2875,1758,4724
"2011","Nottinghamshire","E10000024",643480,82850,88500,172496,157187,142447,376997,46110,71085,144495,103191,12116,266483,36740,17415,28001,53996,130331,6112,1997,1001,1281,1307,526,23468,6244,3420,4131,6706,2967,15753,2219,2101,2595,5628,3210,12122,1156,1544,1900,4479,3043,9443,523,1045,1408,3550,2917,8973,345,886,1297,3205,3240,36070,447,2744,4707,9388,18784,114326,151,1215,6913,17418,88629,40216,23658,3459,3769,2315,7015
"2011","Herefordshire, County of","E06000019",151962,17854,19287,37263,38542,39016,91250,10751,16076,31708,27169,5546,60712,7103,3211,5555,11373,33470,1410,434,208,268,339,161,5373,1291,729,860,1500,993,3583,366,390,549,1283,995,2814,170,295,392,1031,926,2192,97,193,301,827,774,2091,57,158,261,690,925,8669,72,454,949,2059,5135,26333,25,177,1248,3123,21760,8247,4591,607,727,521,1801
"2011","Shropshire","E06000051",252979,31665,31024,63527,63464,63299,152309,18917,25826,54518,44446,8602,100670,12748,5198,9009,19018,54697,2155,686,320,364,494,291,8525,2016,1153,1453,2437,1466,5880,635,672,910,2153,1510,4717,356,467,691,1761,1442,3708,167,329,481,1420,1311,3498,113,268,421,1175,1521,14723,129,835,1619,3401,8739,42985,54,352,2089,5392,35098,14479,8592,802,981,785,3319
"2011","Stoke-on-Trent","E06000021",200642,32299,33985,51276,44264,38818,108538,15808,24855,39251,26122,2502,92104,16491,9130,12025,18142,36316,2299,883,479,454,379,104,8672,3247,1636,1435,1690,664,5255,1055,857,986,1573,784,4065,649,656,702,1272,786,3043,309,470,493,1066,705,2816,186,370,468,919,873,11516,270,1361,1746,2905,5234,36291,58,690,3365,6997,25181,18147,9834,2611,2376,1341,1985
"2011","Telford and Wrekin","E06000020",132440,20103,21222,36648,30378,24089,78624,10350,16309,29761,19932,2272,53816,9753,4913,6887,10446,21817,1624,700,260,286,254,124,5738,2021,918,985,1228,586,3620,553,617,624,1152,674,2743,302,406,464,902,669,2057,158,304,307,723,565,1953,102,299,330,555,667,7640,161,801,1214,1765,3699,18768,38,397,1677,3193,13463,9673,5718,911,1000,674,1370
"2011","Staffordshire","E10000028",698423,93472,92933,184341,170823,156854,414660,51684,75655,156786,115252,15283,283763,41788,17278,27555,55571,141571,6488,2215,1019,1248,1416,590,25933,7575,3596,4299,6935,3528,17712,2440,2102,2819,6322,4029,14348,1383,1618,2064,5351,3932,10637,712,1018,1443,3983,3481,9968,403,883,1315,3492,3875,39606,497,2668,4719,9535,22187,116446,124,1111,6287,16191,92733,42625,26439,3263,3361,2346,7216
"2011","Warwickshire","E10000031",447075,58631,64315,118884,105974,99271,273996,32356,53596,102424,74509,11111,173079,26275,10719,16460,31465,88160,4618,1673,724,865,928,428,17719,5316,2579,2786,4482,2556,11062,1601,1394,1731,3595,2741,8629,826,946,1217,2983,2657,6603,389,670,899,2342,2303,6205,203,567,826,2028,2581,24641,287,1500,2999,5379,14476,68006,67,543,3372,8324,55700,25596,15913,1796,1765,1404,4718
"2011","Birmingham","E08000025",828363,159430,164770,211598,154352,138213,425748,59620,111942,151181,91582,11423,402615,99810,52828,60417,62770,126790,10885,5061,2288,1910,1207,419,42251,18064,8457,6695,6193,2842,22721,5254,4744,4442,5370,2911,16626,2948,3463,3240,4259,2716,11537,1423,2229,2293,3212,2380,10497,822,1808,2020,2968,2879,40239,1048,6139,7546,8882,16624,114139,256,2809,10966,18540,81568,133720,64934,20891,21305,12139,14451
"2011","Coventry","E08000026",254106,50707,46390,62218,48541,46250,138142,20908,33659,48450,31285,3840,115964,29799,12731,13768,17256,42410,3580,1743,730,562,370,175,14104,6604,2589,2012,1972,927,6897,1810,1271,1130,1571,1115,5053,978,850,860,1342,1023,3755,452,626,667,1077,933,3268,237,440,563,938,1090,12813,283,1430,1844,2931,6325,35767,52,508,2541,5184,27482,30727,17640,4287,3589,1871,3340
"2011","Dudley","E08000027",253421,33840,36971,66894,57519,58197,142669,17748,28663,54074,37514,4670,110752,16092,8308,12820,20005,53527,2183,698,368,488,429,200,8650,2111,1416,1698,2256,1169,6561,792,929,1168,2172,1500,5213,480,655,828,1827,1423,3859,268,497,600,1312,1182,3704,180,397,574,1140,1413,15625,259,1392,2070,3348,8556,45520,54,636,3231,6169,35430,19437,11250,2018,2163,1352,2654
"2011","Sandwell","E08000028",241829,36975,44320,64977,48716,46841,129039,16875,31702,48637,28885,2940,112790,20100,12618,16340,19831,43901,2288,698,582,575,314,119,9158,2514,2018,1992,1868,766,6333,897,1212,1363,1893,968,4947,547,910,1066,1454,970,3763,325,666,760,1109,903,3405,189,538,629,934,1115,13823,318,1742,2371,3150,6242,40123,109,843,3612,6825,28734,28950,14503,4107,3972,2284,4084
"2011","Solihull","E08000029",167493,21967,21347,44269,40314,39596,98539,12034,17283,37526,27581,4115,68954,9933,4064,6743,12733,35481,1628,517,235,321,385,170,6021,1494,806,1109,1697,915,4088,495,497,652,1498,946,3035,219,355,458,1148,855,2439,143,229,311,895,861,2453,109,228,305,872,939,9494,130,647,1167,2147,5403,28900,30,235,1426,3418,23791,10896,6796,832,994,673,1601
"2011","Walsall","E08000030",213123,31581,33874,55496,46357,45815,112780,14480,23867,42516,28521,3396,100343,17101,10007,12980,17836,42419,1887,581,341,450,367,148,8096,2305,1493,1587,1836,875,5804,853,986,1113,1768,1084,4778,484,747,849,1591,1107,3599,329,542,631,1132,965,3141,226,443,485,885,1102,13240,276,1654,1850,2839,6621,36616,59,805,3029,5505,27218,23182,11988,2996,2986,1913,3299
"2011","Wolverhampton","E08000031",200047,31517,34383,52333,41185,40629,104765,13460,23959,39348,25104,2894,95282,18057,10424,12985,16081,37735,2118,674,501,507,329,107,8830,2737,1994,1733,1639,727,5508,934,1066,1117,1564,827,4405,592,838,929,1193,853,3037,344,536,543,887,727,2738,204,446,494,776,818,11504,240,1432,1864,2675,5293,34078,68,673,3023,5372,24942,23064,12264,2938,2775,1646,3441
"2011","Worcestershire","E10000034",465502,58357,61760,120656,115642,109087,280253,32952,50633,102932,80823,12913,185249,25405,11127,17724,34819,96174,4720,1592,727,897,1040,464,17680,4590,2466,2888,4993,2743,11882,1446,1313,1818,4304,3001,9022,796,949,1288,3246,2743,7172,397,683,987,2629,2476,6570,258,552,894,2096,2770,26815,299,1756,3097,6001,15662,75212,77,726,3700,8912,61797,26176,15950,1955,2155,1598,4518
"2011","Bedford","E06000055",125871,17912,20528,34137,28426,24868,76270,9228,16174,28149,20011,2708,49601,8684,4354,5988,8415,22160,1580,581,273,330,275,121,5460,1667,913,992,1161,727,3128,450,514,551,921,692,2419,277,350,377,776,639,1798,110,235,288,580,585,1618,52,193,258,479,636,6354,70,617,972,1317,3378,17720,27,208,1182,2211,14092,9524,5450,1051,1038,695,1290
"2011","Central Bedfordshire","E06000056",204602,25610,30105,59052,49946,39889,132767,15469,24727,51177,36492,4902,71835,10141,5378,7875,13454,34987,2045,598,331,430,467,219,7538,1691,1263,1402,2070,1112,5004,541,724,828,1737,1174,3864,260,491,618,1378,1117,2951,167,368,453,1006,957,2738,76,312,440,825,1085,10718,89,762,1458,2264,6145,26680,25,280,1544,3254,21577,10297,6694,847,702,453,1601
"2011","Luton","E06000032",156445,27450,34876,41400,28838,23881,89589,12798,24493,31413,18751,2134,66856,14652,10383,9987,10087,21747,1950,690,564,354,251,91,7196,2332,1826,1380,1130,528,3895,629,947,783,965,571,2874,447,595,563,710,559,2096,178,443,399,520,556,1772,97,334,326,425,590,7354,119,1088,1300,1452,3395,18094,35,407,1782,2594,13276,21625,10125,4179,3100,2040,2181
"2011","Peterborough","E06000031",144495,21541,29158,38880,30038,24878,88414,12099,22969,31179,20007,2160,56081,9442,6189,7701,10031,22718,1657,500,371,392,298,96,5492,1417,1195,1108,1198,574,3676,492,666,677,1185,656,2864,311,500,545,856,652,2046,179,347,334,684,502,1881,103,275,316,573,614,7289,163,857,1138,1581,3550,19117,40,360,1546,2728,14443,12059,6237,1618,1645,928,1631
"2011","Southend-on-Sea","E06000033",140621,17884,22905,38061,30973,30798,81899,10011,18144,30289,20342,3113,58722,7873,4761,7772,10631,27685,1415,417,278,334,263,123,5469,1341,993,1140,1276,719,3689,464,605,772,1176,672,2737,268,417,539,926,587,2089,135,294,369,698,593,2094,86,279,373,660,696,7957,111,692,1323,1814,4017,23677,31,289,1912,3087,18358,9595,5020,914,1010,731,1920
"2011","Thurrock","E06000034",123407,17544,22970,36293,26579,20021,77668,10284,18151,29606,17791,1836,45739,7260,4819,6687,8788,18185,1337,424,301,312,222,78,4864,1251,1014,1078,1047,474,3343,416,596,740,1037,554,2341,248,421,468,689,515,1763,139,295,336,576,417,1623,78,274,335,463,473,6297,109,785,1064,1627,2712,16033,30,256,1375,2618,11754,8138,4565,877,979,509,1208
"2011","Cambridgeshire","E10000003",508469,76238,83639,134950,113413,100229,318000,38670,68147,115860,82741,12582,190469,37568,15492,19090,30672,87647,5422,2077,945,976,922,502,22706,8729,3425,3183,4470,2899,12986,2480,1977,1974,3646,2909,9890,1415,1496,1449,2888,2642,7435,603,1116,1097,2224,2395,6565,301,704,1037,1932,2591,25707,365,2018,3491,5317,14516,67207,71,607,3970,7816,54743,32551,21527,3204,1913,1457,4450
"2011","Essex","E10000012",1133721,147350,158814,300647,271477,255433,680183,86792,129512,249710,185962,28207,453538,60558,29302,50937,85515,227226,11056,3550,1744,2292,2435,1035,41088,10333,6095,7683,10958,6019,27790,3365,3799,4884,9512,6230,21945,1850,2803,3653,7727,5912,17095,903,1963,2771,6054,5404,15977,546,1636,2457,5333,6005,65284,702,4808,9603,15079,35092,188683,220,1760,12418,24730,149555,64620,39089,4694,5176,3687,11974
"2011","Hertfordshire","E10000015",892538,120022,144611,254646,199344,173915,568664,66000,120304,215366,145309,21685,323874,54022,24307,39280,54035,152230,9314,3321,1484,1934,1754,821,33675,9552,5362,6410,7764,4587,21012,2904,3246,4141,6300,4421,15813,1458,2233,2989,5048,4085,11800,800,1453,2226,3639,3682,10836,373,1244,1917,3197,4105,44058,535,3465,7486,9194,23378,123214,151,1189,8098,14357,99419,54152,34928,4631,4079,2782,7732
"2011","Norfolk","E10000020",712903,92177,95249,169113,171133,185231,400317,52804,76040,139651,113248,18574,312586,39373,19209,29462,57885,166657,7199,2559,1160,1280,1496,704,29071,8692,3986,4531,7488,4374,18339,2657,2374,2745,6060,4503,14268,1392,1810,2065,4847,4154,11802,725,1243,1531,4313,3990,11293,426,1033,1456,3797,4581,45272,580,3087,5081,10450,26074,135592,118,1210,7414,17051,109799,39750,22224,3306,3359,2383,8478
"2011","Suffolk","E10000029",595261,74545,83596,148687,143394,145039,354346,45914,68229,125296,99093,15814,240915,28631,15367,23391,44301,129225,5617,1609,1050,1130,1207,621,21712,5116,3299,3756,5922,3619,14721,1644,2129,2317,5026,3605,11687,993,1398,1775,4029,3492,9167,528,980,1207,3375,3077,8720,284,893,1096,2762,3685,35291,396,2374,4261,7823,20437,102988,104,893,5387,12552,84052,31012,17957,2351,2462,1605,6637
"2011","Camden","E09000007",184873,32581,50350,48390,29575,23977,110168,10554,40105,35889,18575,5045,74705,22027,10245,12501,11000,18932,2474,1047,637,425,214,151,11203,5110,2650,1695,1082,666,4860,1411,1087,1004,817,541,3198,627,762,692,621,496,2074,207,437,515,474,441,1695,84,281,405,447,478,6828,116,789,1772,1467,2684,17896,37,348,2469,3796,11246,24477,13388,3254,3524,2082,2229
"2011","City of London","E09000001",6755,709,1776,1825,1410,1035,4785,353,1567,1607,1028,230,1970,356,209,218,382,805,73,14,29,12,13,5,237,57,61,48,48,23,130,16,22,29,37,26,103,8,20,13,32,30,92,7,12,13,24,36,54,1,3,9,21,20,227,2,16,29,67,113,654,0,3,30,110,511,400,251,43,35,30,41
"2011","Hackney","E09000012",195145,32357,63915,53826,27652,17395,119051,13564,50235,37776,15405,2071,76094,18793,13680,16050,12247,15324,2751,819,994,604,250,84,9312,2834,3063,2013,1014,388,4610,858,1386,1217,793,356,3161,512,830,881,640,298,2048,192,531,574,428,323,1628,99,378,474,382,295,6572,149,1207,1860,1485,1871,16156,48,479,2652,3863,9114,29856,13282,4812,5775,3392,2595
"2011","Hammersmith and Fulham","E09000013",152863,23645,48029,42265,22511,16413,100148,11116,40384,31965,13988,2695,52715,12529,7645,10300,8523,13718,2063,675,666,439,202,81,7087,2455,1874,1452,831,475,3557,809,828,855,635,430,2560,406,597,654,551,352,1720,196,354,478,384,308,1384,73,237,372,323,379,5384,98,581,1559,1238,1908,13292,42,245,1933,2857,8215,15668,7775,2263,2558,1502,1570
"2011","Haringey","E09000014",202856,30139,56601,60475,33272,22369,124845,12107,44348,44459,20921,3010,78011,18032,12253,16016,12351,19359,2842,895,981,587,274,105,9782,2939,2787,2160,1276,620,4682,793,1244,1187,933,525,3125,378,746,827,723,451,2172,184,484,583,538,383,1848,84,352,518,428,466,7292,110,930,1934,1633,2685,17850,47,392,2296,3611,11504,28418,12602,4337,5924,2935,2620
"2011","Islington","E09000019",173300,29418,54611,45933,25302,18036,107255,11857,44408,33348,15154,2488,66045,17561,10203,12585,10148,15548,2337,914,679,436,213,95,9279,3761,2557,1587,966,408,4194,1021,1051,934,755,433,2760,497,661,667,551,384,1905,209,441,495,429,331,1582,104,320,448,357,353,6129,164,948,1677,1340,2000,16257,40,435,2656,3616,9510,21602,10851,3111,3685,1921,2034
"2011","Kensington and Chelsea","E09000020",134267,16660,34947,38208,25337,19115,82386,5716,28304,28040,15938,4388,51881,10944,6643,10168,9399,14727,1510,384,481,346,187,112,5942,1624,1656,1295,828,539,3153,502,770,827,615,439,2310,244,511,635,543,377,1623,105,318,513,353,334,1370,60,211,404,294,401,5867,92,621,1828,1280,2046,14604,38,177,2131,3702,8556,15502,7895,1898,2189,1597,1923
"2011","Lambeth","E09000022",248300,37805,80140,71183,35985,23187,167205,19068,67246,54869,22930,3092,81095,18737,12894,16314,13055,20095,3174,888,1110,701,339,136,11089,3248,3176,2586,1515,564,5417,977,1414,1456,1033,537,3728,591,855,988,798,496,2462,280,522,687,580,393,2240,123,465,597,571,484,8837,209,1227,2287,2021,3093,19325,61,491,2830,4080,11863,24823,12360,3634,4182,2118,2529
